doc_id,event,text,source,source_type,unix_timestamp
CrisisFACTS-010-News-92-4,CrisisFACTS-010,ausmus 50 has previous managing experience with the tigers 201417 and angels 2019,"{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-5,CrisisFACTS-010,"he has compiled a 314332 record as a manager and guided detroit to a postseason appearance in 2014","{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-6,CrisisFACTS-010,ausmus spent one season as the angels manager leading the team to a 7290 record before he was fired at the end of last september,"{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-7,CrisisFACTS-010,"los angeles replaced him with former chicago cubs skipper joe maddon who parted ways with the cubs in that same week","{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-8,CrisisFACTS-010,during his playing career ausmus had two stints with the astros 199798 200108 and won three gold glove awards at catcher in houston,"{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-9,CrisisFACTS-010,"he helped the astros reach the playoffs five times including the clubs first pennantwinning season in 2005","{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-10,CrisisFACTS-010,astros owner jim crane told reporters tuesday that he hopes to wrap up the teams managerial search by early next week,"{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-11,CrisisFACTS-010,according to mlb media other candidates include dusty baker buck showalter john gibbons eduardo perez will venable and jeff banister,"{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-12,CrisisFACTS-010,"houston bench coach joe espada also interviewed for the position last week","{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-92-13,CrisisFACTS-010,the astros fired general manager jeff luhnow and manager aj hinch on jan 13 for their connection to an illegal signstealing scheme,"{\"id\": \"upi--2020-01-24--Houston Astros interview Brad Ausmus for manager opening\", \"date\": \"2020-01-24\", \"source\": \"upi\", \"title\": \"Houston Astros interview Brad Ausmus for manager opening\", \"content\": \"Jan. 24 (UPI) -- The Houston Astros are eyeing former Detroit Tigers and Los Angeles Angels skipper Brad Ausmus for the team's vacant manager position.\\n\\nLeague sources told MLB Media and the Houston Chronicle that Ausmus interviewed with the Astros on Friday. The club has yet to confirm the meeting.\\n\\nAusmus, 50, has previous managing experience with the Tigers (2014-17) and Angels (2019). He has compiled a 314-332 record as a manager and guided Detroit to a postseason appearance in 2014.\\n\\nAusmus spent one season as the Angels' manager, leading the team to a 72-90 record before he was fired at the end of last September. Los Angeles replaced him with former Chicago Cubs skipper Joe Maddon, who parted ways with the Cubs in that same week.\\n\\nDuring his playing career, Ausmus had two stints with the Astros (1997-98, 2001-08) and won three Gold Glove Awards at catcher in Houston. He helped the Astros reach the playoffs five times, including the club's first pennant-winning season in 2005.\\n\\nAstros owner Jim Crane told reporters Tuesday that he hopes to wrap up the team's managerial search by early next week. According to MLB Media, other candidates include Dusty Baker, Buck Showalter, John Gibbons, Eduardo Perez, Will Venable and Jeff Banister. Houston bench coach Joe Espada also interviewed for the position last week.\\n\\nThe Astros fired general manager Jeff Luhnow and manager A.J. Hinch on Jan. 13 for their connection to an illegal sign-stealing scheme. Luhnow and Hinch were suspended for the 2020 season, and the club was fined $5 million and docked multiple draft picks.\", \"author\": \"\", \"url\": \"https://www.upi.com/Sports_News/MLB/2020/01/24/Houston-Astros-interview-Brad-Ausmus-for-manager-opening/5861579914715/\", \"published\": \"Fri, 24 Jan 2020 20:44:28 -0500\", \"published_utc\": 1579916668, \"collection_utc\": 1579956998}",News,1579916668
CrisisFACTS-010-News-93-0,CrisisFACTS-010,"pentagon steps up cruise missile defenses as iranian threat grows just before dawn on sept 14 more than two dozen small drones and cruise missiles descended on saudi arabias stateowned saudi aramco oil processing facilities at abqaiq and khurais evading americanmade missile defenses and wiping out half of saudi arabias oil production in just hours","{\"id\": \"foreignpolicy--2020-01-24--Pentagon Steps Up Cruise Missile Defenses as Iranian Threat Grows\", \"date\": \"2020-01-24\", \"source\": \"foreignpolicy\", \"title\": \"Pentagon Steps Up Cruise Missile Defenses as Iranian Threat Grows\", \"content\": \"Just before dawn on Sept. 14, more than two dozen small drones and cruise missiles descended on Saudi Arabia\\u2019s state-owned Saudi Aramco oil processing facilities at Abqaiq and Khurais, evading American-made missile defenses and wiping out half of Saudi Arabia\\u2019s oil production in just hours.\\n\\nThe attack, which U.S. and Saudi officials have attributed to Iran, shook the region and highlighted an acute vulnerability as these new types of weapons proliferate. U.S.-made missile defenses are designed primarily to counter ballistic missiles\\u2014launched in a high arc with predictable trajectories\\u2014but have more difficulty stopping cruise missiles, which fly low to the ground where radars struggle to spot them.\\n\\nAs Russia and China invest in long-range cruise missiles for potential future conflicts, the U.S. Defense Department has made improving the military\\u2019s ability to detect and defeat these types of weapons a top priority. But the problem has taken on new urgency amid increased tension with Iran, which has been quietly been building up its own cruise missile capabilities for over a decade.\\n\\nA key piece to solving this problem, commanders say, is beefing up the Pentagon\\u2019s network of spy satellites to better detect and track cruise missiles, drones, and the emerging threat of hypersonic weapons\\u2014missiles that fly at more than five times the speed of sound. \\u201cYou can\\u2019t defend against something that you can\\u2019t see,\\u201d said Gen. John Hyten, now-vice chairman of the Joint Chiefs of Staff, in 2019.\\n\\nTo this end, the newly established Space Development Agency\\u2014which will eventually become part of the new Space Force\\u2014aims to launch several dozen small, low-cost satellites into orbit through 2022, and dozens more every two years after that. A \\u201ctracking\\u201d layer of satellites will track the threat, while a \\u201ctransport\\u201d layer will broadcast that tracking data to traditional missile defense communications networks, said Derek Tournear, the director of the agency, this week at the Pentagon.\\n\\nThe goal is to have \\u201cfull global coverage\\u201d by fiscal year 2026, Tournear said.\\n\\nSince the Cold War era, the U.S. military has built up a vast network of operators, weapons, and sensors dedicated to missile defense. The first part of defeating an incoming missile threat is detecting and tracking it. This is best done from space, where satellites can cover much wider areas than lower-flying reconnaissance assets such as drones and surveillance planes. The final piece is destroying the threat, traditionally achieved by an interceptor fired from a missile defense system.\\n\\nBut countering cruise missiles and small unmanned aerial vehicles is trickier than defeating ballistic missiles. These weapons fly low to the ground at high speeds, and they have unpredictable flight patterns that challenge modern missile defenses. For example, analysis of weapons debris recovered from the Sept. 14 attacks showed that some of the craft, which originated from the north, took a roundabout path to the facility, flying over Iraq and Kuwait.\\n\\nJust as critical as new sensors is a faster way to pass information between operators and the various lethal platforms that will defeat the threat. Many legacy platforms can\\u2019t communicate directly with each other, and any decision requires multiple phone calls or internet chat messages that take up precious minutes. In a world where hypersonic missiles are fast becoming a reality, this timeframe is too slow, commanders say.\\n\\nThe Pentagon is in the nascent stages of building a network that operators and platforms across all domains of warfare\\u2014from a satellite to a Navy destroyer\\u2014can plug into to autonomously receive and transmit battlefield data in real time. The Army and the Air Force have developed separate concepts to do so, with each service vying to be the primary locus of what the Pentagon is calling \\u201cmulti-domain operations.\\u201d\\n\\nThe Air Force seems to be the furthest ahead, leading a live exercise in Florida in December 2019 demonstrating some initial capability. Will Roper, the Air Force\\u2019s top acquisition official, described the service\\u2019s solution\\u2014officially called the Advanced Battle Management System\\u2014as \\u201cthe internet of things inside the military.\\u201d He said the network will use machine learning to crunch data and push it autonomously to operators across the world.\\n\\nRoper compared it to the driving navigation app Waze.\\n\\n\\u201cIt is helping you be a better driver,\\u201d Roper said. \\u201cIt understands your likes and dislikes, and it\\u2019s pulling information from the world around you \\u2026 things that you may way to know to help you do your mission better, and the more you interact with the app the better the analytics get.\\u201d\\n\\nCruise missiles are only one threat the network will help the military counter, Roper said, but it is one of the most urgent. Ideally, sensors will be able to detect the threat quickly and autonomously push targeting information to an operator with the means to take it out.\\n\\n\\u201cThe idea with the ABMS is that the people are no longer the glue, the information flows everywhere all at once, and the people are the assessors, the analyzers, the feedback providers that help the analytics that are doing the pushing get better and better,\\u201d Roper said.\\n\\nArmy Lt. Gen. Eric Wesley, the deputy commanding general of U.S. Army Futures Command, said that the Air Force model should be scaled to enable Army weapons systems as well. In parallel, the Army is working its own network concept, the Joint All-Domain Command and Control project.\\n\\nBut both services have a similar concept in mind for the end product.\\n\\n\\u201cWe can integrate all domains now, but it\\u2019s largely very episodic or industrial. We want to be able to adjust rapidly and continuously,\\u201d Wesley said. \\u201cWe want to have the ability to very quickly take down a peer adversary.\\u201d\\n\\nRealistically, though, such a network is years if not decades away. Wesley said he wants to field the Army\\u2019s version by 2028, but the Pentagon is hampered by bureaucratic red tape and moves at a notoriously slow pace compared to the commercial sector.\\n\\nUntil then, commanders in the Middle East must remain vigilant around the clock for potentially devastating attacks.\\n\\n\\u201cThis is just going to be a long-term problem for us, to get our minds around: How do we defend against something like that?\\u201d said Maj. Gen. Alex Grynkewich, deputy commander of the U.S.-led coalition to defeat the Islamic State at U.S. Central Command.\", \"author\": \"Lara Seligman\", \"url\": \"https://foreignpolicy.com/2020/01/24/pentagon-steps-up-cruise-missile-defenses-iran-threat-grows-satellites/\", \"published\": \"Fri, 24 Jan 2020 20:59:25 +0000\", \"published_utc\": 1579917565, \"collection_utc\": 1579912796}",News,1579917565
